atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
56707,ab7942d39fd3bd9d1bce1e9198778234a6566944502a61d4aa7316bfd9f778bei0,794,1,ab794,794.atommap.svg,794
56708,ab1718050dbc8dcb576b25f185a794617e217ad518da5a243e188c0cbf1f363fi0,171,0,ab171,171.atommap.svg,171
56709,ab15775f932793a86a1a22bb3159539150914557c0f3e7480b5ffd604fe022d6i0,157,0,ab157,157.atommap.svg,157
56710,ab797b4cbfaf8a57b4e6a8a73d3830dea047fe8f1e5f2f4185b15e973e627543i0,797,0,ab797,797.atommap.svg,797
56711,ab696e2a9df8b539006a7b3d2f69d6bc84486437fcf31c1f0bb375f410d188eai0,696,0,ab696,696.atommap.svg,696
56712,ab7979312ab3424e30e055f658cde077d582302baffc978d2b23e2b7ab4f151fi0,797,1,ab797,797.atommap.svg,797
56713,ab769715c023389ce9461180b44dfd5760acf2e8670842595fbc90c133161d5ei0,769,0,ab769,769.atommap.svg,769
56714,ab777368cc90a59a23bc9a5b56143340f47ea798dfcf15be6f2cddec46f961cdi0,777,2,ab777,777.atommap.svg,777
56717,ab842780a4581400bc988b201f598a110106ad5b977bff15b1a2c29b515365b6i0,842,0,ab842,842.atommap.svg,842
56718,ab309c0179a26e2a020e2d9db63a3f0008ec4b8e3e11d276b09bfa1d0e47df19i0,309,0,ab309,309.atommap.svg,309
56719,ab88a57e7586b3cae282e96b3447a2485dffd393c74e6600e4960dfe357fb23ci0,88,2,ab88,88.atommap.svg,88
56722,ab675fd704e81b5085b4d2d6f7d4c89320e45139c202cfd132bcafc4a379204di0,675,0,ab675,675.atommap.svg,675
56727,ab457f034e9b72da82d900906c2364e84bf800238306b136346abfb6c3edff8fi0,457,1,ab457,457.atommap.svg,457
56729,ab617d21fe2dc94ece5dfeb76bde923b1253996689015a65a45e8adc7100e415i0,617,0,ab617,617.atommap.svg,617
56730,ab79305154eabcf257a8adbe419a4e22b0975b10846371b63e2391549b13c028i0,793,0,ab793,793.atommap.svg,793
56732,ab739f388d6a897634c09200f5875b753e2f2173e4dc907d89040a8c8defbd6ei0,739,0,ab739,739.atommap.svg,739
56733,ab443725dc2350a9e64bf128bb010ab1b38f738377a973263ce51742a66f3a8ai0,443,0,ab443,443.atommap.svg,443
56734,ab2310d952b01070eaabfe4683a167845981d2c7897046245731d084b4dcb063i0,231,1,ab231,231.atommap.svg,231
56735,ab671bd5cf3283528fd6da9a1b803d27e8bff9c367c3fdabb9f1709fdc5c73e4i0,671,0,ab671,671.atommap.svg,671
56736,ab1928401bab394e1850386f25811b1d3a4a8b7b8787de9282a7720bff8f438fi0,192,0,ab192,192.atommap.svg,192
56737,ab7295d78f96d132880a9e2ed84bb681f82b0d0a88f8b6c7bc700baf60ee3da7i0,729,0,ab729,729.atommap.svg,729
56738,ab16359fa1fee3fd1d4149e5fd43782c3a673eb4e597ddffcfda00a37d7f6c46i0,163,0,ab163,163.atommap.svg,163
56739,ab870efa1542fbd3428885dc4cf3a88bf9c1d3abd96c31d456b4fb5fc88e8275i0,870,0,ab870,870.atommap.svg,870
56741,ab535bcecde3aba58e902d2168f95fd66f4343c36a57395be264e228a508e8c3i0,535,0,ab535,535.atommap.svg,535
56743,ab7609621d7907bf6b39930155a4359331b392d20c0ff42cb13305e343ff4264i0,760,0,ab760,760.atommap.svg,760
56744,ab386248235535b1707f1a7019d677fb38ff93b2c67724ebd16465d95189f3e1i0,386,0,ab386,386.atommap.svg,386
56746,ab86323dc9dee6563be8f83245b9819198bee5db7ef05090f544953ceea651d7i0,863,1,ab863,863.atommap.svg,863
56747,ab842290217d54459db326154f25ecb8a944711061e6040705be388a5e5bb122i0,842,1,ab842,842.atommap.svg,842
56748,ab7618339b7854b500fae688d8cd13d5bd5fe12c153b03ca62060c9c56405034i0,761,1,ab761,761.atommap.svg,761
56750,ab22835fd52989f82982d27a2ab59634e09bf05b5e4fd6e77150696c09bd57c9i0,228,1,ab228,228.atommap.svg,228
56751,ab81b848a84118e42de91fb4e062c18f476ae6b9e2ab7dea2a8c3db939c5c6d4i0,81,6,ab81,81.atommap.svg,81
56753,ab535f751a4442744e2a7b0f6da5682532c9ae4138d8984b4d081dd913c7d52fi0,535,1,ab535,535.atommap.svg,535
56763,ab8040b66614d88b9078f31f4dfa0763de3c73c5cf9a4777b22799baa6bc35d1i0,804,0,ab804,804.atommap.svg,804
56764,ab68328ec63184749fda7875861c93bea9a4188374b3dbef693d7f071c5892fei0,683,1,ab683,683.atommap.svg,683
56765,ab597b8e6b55e8e00fec3f391437e4900d2da7278ea202d8ee31ba9f486844dci0,597,0,ab597,597.atommap.svg,597
56767,ab641c136d7f36b8b2881474991dca80dd6b8f4da5d34c53baf949a492709767i0,641,0,ab641,641.atommap.svg,641
56768,ab681fa234619f37cfdc15c9f99613679ce9ffe31fb1dc74299a446f0662632ei0,68,3,ab68,68.atommap.svg,68
56770,ab400fdb5f006331b16a106c720abc051ce07a3ab8ce2a84cbf74b8df539aa40i0,400,0,ab400,400.atommap.svg,400
56771,ab649b3531cfa99a9ebbdbc6a902df3a3dd298ec12336cb2f94b7bcc9135e4f7i0,649,0,ab649,649.atommap.svg,649
56772,ab429175c50f68e360395df269469d4a766f04410f057afbc7a62df6a69a9d2fi0,429,0,ab429,429.atommap.svg,429
56773,ab732b50d3c4fbfed1f67512bd36fdc2a3fea8d1ee8f8d2bd87bb0fcc7d8ba6bi0,732,2,ab732,732.atommap.svg,732
56774,ab75800279b82fb7def0fcf61fa6b3b66e83b963a0472fc91892008eaa742656i0,75,8,ab75,75.atommap.svg,75
56777,ab9352cb991099103e6cad0680595b352873803f282cfd2a5ca45d477f4178e4i0,935,0,ab935,935.atommap.svg,935
56778,ab4294ec556485e5e3139f3ecebdeaa369691712b32b28bc1c5c23b65e58a78ci0,429,1,ab429,429.atommap.svg,429
56779,ab4382d34de1552ecc427a5f98940b50a71c1b802df11d05d62e1648ff0a0e89i0,438,0,ab438,438.atommap.svg,438
56781,ab906d6e24115993abb1bfc35e1a9ca20e7833302203ebd6ac8c414c46092168i0,906,0,ab906,906.atommap.svg,906
56782,ab929548948c1e38c5d0f299c1435e52617501d0fe565d6692baacc555590852i0,929,1,ab929,929.atommap.svg,929
56783,ab19304c6fb768601b4f72747749ce2c7b5c30c777436f0e6bad4ca9af50bd1fi0,193,0,ab193,193.atommap.svg,193
56785,ab194a454b20b5c08b1c2c9721bf5edbc87d88af9b6da23ec4435ed264d38e4fi0,194,1,ab194,194.atommap.svg,194
56786,ab116906883775e42293a528f96f92bed83a0112396c609839d702bc8350c7f7i0,116,0,ab116,116.atommap.svg,116
56787,ab90303ef72f458e6812335a15001ed1ed17cead0bfe9ab6d910cd35180e4093i0,903,0,ab903,903.atommap.svg,903
56788,ab90224322cccd832c717d9ac540812687cd09d6d8cd52cf7bf37a8d07f3310ai0,902,0,ab902,902.atommap.svg,902
56789,ab5834fdc1412ab1127bf9449b48a7757a137f6a4e15f97915ca5d72fc8d2e53i0,583,0,ab583,583.atommap.svg,583
56790,ab7929bc682c8fc170552f03d145adcf59b8c3acbd2376edabadaca80e5c744ai0,792,0,ab792,792.atommap.svg,792
56791,ab3307fd1ac017134a279b56a7cc29a749d37a7853ad56353e4e3c2e20203268i0,330,1,ab330,330.atommap.svg,330
56792,ab796bdf1399a1cb6a6122652c9412419fa9a960c8e033258aad5d21ff39f2b6i0,796,0,ab796,796.atommap.svg,796
56793,ab933dd907f889458df9a097a7bdec98ced65299f9552742dce00b8e953af64di0,933,0,ab933,933.atommap.svg,933
56794,ab999f06dd32eed9513fe15ec7176d1c6ad15d5609104e89bf9bd1c8294e652fi0,999,0,ab999,999.atommap.svg,999
56798,ab734214281d0207e1dd75734e07846d17076516be8217b06cae00fc6588f175i0,734,1,ab734,734.atommap.svg,734
56799,ab919beb4c1e14d80d62cf17157520e842c237937a4f8ef90469b827c99cd92bi0,919,0,ab919,919.atommap.svg,919
56800,ab793a7aae528511508fd061dc0a86b04b94f17529a0b034270d9c8374cbe95di0,793,1,ab793,793.atommap.svg,793
56801,ab7834c2f3809022af84918717243ccd6e6639d57a2645719549e62731aa421ei0,783,0,ab783,783.atommap.svg,783
56802,ab78532cc2619255ca2db254226bc5f5b3c16dfd5814cd72c985aac3687e27a5i0,785,0,ab785,785.atommap.svg,785
56803,ab787e27a592938f6857000e40d3dc6609bde09ef3b50d6a3d8d59993285299bi0,787,0,ab787,787.atommap.svg,787
56806,ab78665eb1d0eddb70767538a40e22f7e6b3de67c086ca0359818c62ac085146i0,786,2,ab786,786.atommap.svg,786
56807,ab478fdd8eb9376482e5faa5f9a05817d33fb3435c6d88baf0f8e90e6c41a712i0,478,0,ab478,478.atommap.svg,478
56811,ab849f9db8da23378a6619752ceefc05db583671eed9278a86b526490c756554i0,849,0,ab849,849.atommap.svg,849
56812,ab546f7338cb711706270a9fbdef0ba0d909f75f4bba20f503052a906a8cfe41i0,546,0,ab546,546.atommap.svg,546
56813,ab7385d93b440cb86653b9eb2ab5580a22ffe8c3bccea27324cc67796deae175i0,738,0,ab738,738.atommap.svg,738
56814,ab55656f53157c30738d272988f9df5cb70e09ce0f685e0c9b619e1dd81c8a8ci0,556,1,ab556,556.atommap.svg,556
56816,ab557ed4c3d91e05ee6250b0ea74977d4eebc000b7527ab5507e91eae1b4db53i0,557,0,ab557,557.atommap.svg,557
56817,ab491322b9479ad3cef4a1b3ec8cf68264bc625390c44e3b8d5868b2a8fa37c3i0,491,0,ab491,491.atommap.svg,491
56819,ab774c6bff71c9e86ab49249fe412d5919c75b58397018efbd9f1ae77d52725ci0,774,0,ab774,774.atommap.svg,774
56820,ab7724bdac755e8e4b103d8538d509eea1f91b33f4a3031bb30326b9181451dbi0,772,0,ab772,772.atommap.svg,772
56821,ab68072bf7a3f2aca5245cd30ced4a80e007a10278260d59b2c7f8693af042dfi0,680,1,ab680,680.atommap.svg,680
56822,ab90540e7d5b6498a39a25b78c78b6d598bb90841d3fde0a1890c7750aa99d53i0,905,0,ab905,905.atommap.svg,905
56823,ab527edc0369810f28b6d23339af0ca7824c61003161922fa8df200901e6bc94i0,527,0,ab527,527.atommap.svg,527
56824,ab763b6c201ebbbade2e3d527eab42f0eff0be1cae988713d734a9831f752968i0,76,5,ab76,76.atommap.svg,76
56825,ab334e58ba37b1af94c8c377cef2250c5578d4829969e84599d9d4b2b1e54825i0,334,1,ab334,334.atommap.svg,334
56833,ab72f0017e1d65c6b19a1691d6a53cb791b7ae93c5d9c1bdd05fe7ee8dcbbadei0,72,2,ab72,72.atommap.svg,72
56835,ab3697baf72a25c03a87be4b2c807c6f78605588b4561555dbf666fe320bcfa1i0,369,0,ab369,369.atommap.svg,369
56836,ab66136db1f501ace5c601e8f65c48dc6eec1199ebd028c0383caf1b163f851ci0,661,0,ab661,J:\Atom-map-main\atommap_svg_final\661.atommap.svg,661
56838,ab980a32663ad331101265434fcbde971fe2fde27dc47ebe4642888918fddf5ci0,980,1,ab980,980.atommap.svg,980
56839,ab931ef70273797e8a6e0f1ee3b5ad7962610f06b43c0f702ea7877c165f40cci0,931,0,ab931,D:\map\Atom-map-main\931.atommap.svg,931
56840,ab463bced6b9ad886f056d684845b0f9356f95a2f5499a7c977c17ab6f45e0a7i0,463,0,ab463,463.atommap.svg,463
56841,ab103efd86b5b9deea9d970edb709accea9e9df64bae766babaae89f93d5d31ai0,103,0,ab103,103.atommap.svg,103
56844,ab7700301374b4602c9bb2b802941e3c9ec6fcfbfde7e818372fd520254b1567i0,770,0,ab770,770.atommap.svg,770
56846,ab634cb5248789d4d7621ddb8f2e63b7b8f274f09ff2829d20139b688605caefi0,634,0,ab634,634.atommap.svg,634
56847,ab3114ebd2d3868bfd3fc3eba8554a5599b266f888d5b56214242f53c5be77d1i0,311,0,ab311,311.atommap.svg,311
56850,ab938862f5c9ea50c083421b62e65762bcb0536231f66244048127844486dad0i0,938,1,ab938,938.atommap.svg,938
56852,ab638e2165e6df168e506220c8b25a2ca9ee25703dc267dbc07321f70802c8f1i0,638,1,ab638,638.atommap.svg,638
56853,ab438750c8e965663087f5cba6e6b9148d2df15396f4640b00de43b143b5994bi0,438,1,ab438,438.atommap.svg,438
56854,ab761a29f222cdddaa1280748a2917bcc4bc022296d6ee4a51b91d35f6b4819ei0,761,2,ab761,761.atommap.svg,761
56855,ab195dfd4ac173fdea01ee68ca16c96a43d4c0f81fdb2096b22037a8635cf3a2i0,195,0,ab195,195.atommap.svg,195
56858,ab43117ba6ad6985765dc4dbb1dfa6b3b5d24df33cb1025797047f8e6bdfdfc5i0,431,0,ab431,431.atommap.svg,431
56860,ab680c735284176193c01f5c69445b9a08f39e0e9c0539bb76904ba98795a7a4i0,680,2,ab680,680.atommap.svg,680
56861,ab5672d59416b6e9633a30777f738ace048f60ccbe37002694313be54d556804i0,567,0,ab567,567.atommap.svg,567
56862,ab4448fba4235aaaf4315642d4f5872813b5e53e627dddfc9968d0bec06ec5c8i0,444,1,ab444,444.atommap.svg,444
56865,ab117a231f1a08dfd49df653584cc3de10baf6289eb6b244a7fc8846c8c0e509i0,117,0,ab117,117.atommap.svg,117
56866,ab6768466694c4bb8b0f53611dd31ee78584ef39b978cb74b49bcc09b2591647i0,676,0,ab676,676.atommap.svg,676
56869,ab90fda67ff368edf49fcc377eb65180f6a9de31aabb31aa690754c6c304ed36i0,90,1,ab90,90.atommap.svg,90
56872,ab3762a871cbec046b74aa39bc8d8aca96e09db55a71c01cb82f77c83ff47372i0,376,0,ab376,376.atommap.svg,376
56874,ab90e3a5a2256d521dba4245457e8f3a9930db3374839675b99d75b776b1c6a0i0,90,2,ab90,90.atommap.svg,90
56875,ab434ec2897d6ef7c6b6ba4314340c77308861b36eb7edfc97c1f6afb2879c56i0,434,1,ab434,434.atommap.svg,434
56877,ab511cf682aa7cdbb27c58dd0d486d9a0c371c7cdb8055141d8180a8a62e267ai0,511,1,ab511,511.atommap.svg,511
56878,ab168ec7dd19e713cb1ef6ba2f821b5c097b4008964ebdca56346ea8b0af4774i0,168,0,ab168,168.atommap.svg,168
56881,ab86650c1a3a1fb4d28c9f98ef3ccbc451338884cf90374bd94b117b70bb8faei0,86,3,ab86,86.atommap.svg,86
56882,ab5362379d2aa875bf0643ca02dd0629dc0cd54670a948efea03cc999189426ai0,536,1,ab536,536.atommap.svg,536
56884,ab4911e698c94885bf695a38367b166aebb754a4af88b31a49f58b6333c3c6aci0,491,1,ab491,491.atommap.svg,491
56886,ab187959edeb417793e988c03655a6de80b9e5ae9bdd9a79a191574d40bb8c0ai0,187,1,ab187,187.atommap.svg,187
56887,ab93017d0fff8bd8f3235f10889d08c2b018dba0c188edc38ead67d32e32e4eci0,930,0,ab930,930.atommap.svg,930
56889,ab9191188c05780f7e25c53fa90f67b7797f4253b87faed1af4e3131d18e301bi0,919,1,ab919,919.atommap.svg,919
56890,ab837bb9985892fd0d370b8172627b1787e27eb61ea4b6d0be096f54e0e07caei0,837,0,ab837,837.atommap.svg,837
56891,ab890cda4da187cc469b60aca020f51c2ec828e9a6e39a70b4b6cf548ace9090i0,890,0,ab890,890.atommap.svg,890
56895,ab835853d9de39fd968a8554d8dc808930ba92e301a557d8ab563597d68102cai0,835,0,ab835,835.atommap.svg,835
56897,ab91338c12c73a8920e9216433a902aa95b39baa9df1401dedf28056fcd0e60di0,913,0,ab913,913.atommap.svg,913
56898,ab729b568df6d365fb7a200b8cb4396b1e2db324bbcf34b803aa15f8d7c04cb7i0,729,1,ab729,729.atommap.svg,729
56899,ab68567671fb771b9688456c0c3aec5ae1348d9da18eeeeebab36bcbbebf957ci0,685,0,ab685,685.atommap.svg,685
56912,ab7786c07e54629d021c2879aca2caf7c89f0b0701c0062614a55f951daae1fei0,778,0,ab778,778.atommap.svg,778
56913,ab96899aa30ea0914f725f341ab3a03b2ab96caba52e12369842d05d9ba233a6i0,968,0,ab968,968.atommap.svg,968
56914,ab30763439a8c986296267140e119394ff2436127cd0b4bc9adf830a685a50f9i0,307,1,ab307,307.atommap.svg,307
56917,ab1078066a79a56c6cfef202a3edc480ee31f6188ee2ed3e5e616983baa04d66i0,1078,0,ab1078,D:\atommap\1078.atommap.svg,1078
56918,ab6635e22c63fe4096cbb7e8a1a5fcdd9be38baa48ececb8a81bfa57f0ea54c2i0,663,0,ab663,J:\Atom-map-main\atommap_svg_final\663.atommap.svg,663
56919,ab685a266d37576779226f04cbcca33811749749ae13b0feb518ba52e9e66708i0,685,1,ab685,D:\map\Atom-map-main\685.atommap.svg,685
56920,ab38936c684345cd617ec7d78b0b758219f7b8ae84ebb5f116b7cfdf4886260bi0,389,0,ab389,389.atommap.svg,389
56921,ab56721382a65b4067654c711c79ab65cf7528a57f77782d21e34a4b8b2f8c9ei0,567,1,ab567,567.atommap.svg,567
56923,ab740c006dd545185501cc7ef479daf6cdaf21bb975f71b49b1742954aa3db64i0,740,0,ab740,740.atommap.svg,740
56924,ab949503606c63f4f749502de4c3f2502b3b1f7b1f62ebf9b6e197e8d3b8ff79i0,949,0,ab949,949.atommap.svg,949
56925,ab7525e2d7e996a746ababe740dec0c96aad5d4725cc12725085d053b06e593ei0,752,1,ab752,752.atommap.svg,752
56926,ab92dc7b5aae64b19fe57424053f7712a5bd6adb7f6b252c22b04d331edc6a54i0,92,2,ab92,92.atommap.svg,92
56928,ab7790421bc99c75a1e7bddfd2796cac194c0da456772287a1863b20a4eae1f9i0,779,0,ab779,779.atommap.svg,779
56930,ab939072fd23a7bc0ae6ce6423d7554e7de251a3e976bce91480fee58078c39fi0,93,2,ab93,93.atommap.svg,93
56931,ab602917fe3967043528fe92f0c8b2bad293cf9a48bba26f0206a14f84e2d2d1i0,602,1,ab602,602.atommap.svg,602
56932,ab3244e7db944e1290fdf1a96489f36a50c4126974ad491ed3b1fff6e172d777i0,324,0,ab324,324.atommap.svg,324
56933,ab677fdc976fd74d61aab19ea09b2818133ac95afac1591cbc8040dd1f92ca0di0,677,0,ab677,677.atommap.svg,677
56934,ab79225f85af2c16b58d602143927a54f6be82aba9281b6170770aee393ff940i0,792,1,ab792,792.atommap.svg,792
56935,ab892a950024f8b5bf5fe2f724fd18f1376b149608ca9d4f027b60fbf25f0a23i0,892,1,ab892,892.atommap.svg,892
56938,ab95903804a47107d84d8715acc4b3e46ac5592ee3c92dcadbd20d85444ccdc4i0,959,0,ab959,959.atommap.svg,959
56939,ab779d728ee98a81aa2a7de79a6f8c6186460909c98bce55da9336b74556b525i0,779,1,ab779,779.atommap.svg,779
56940,ab9542b1e4c42fd16f020123b7cb54bab9c84139191a6fbe8b462d1b5aa11508i0,954,1,ab954,954.atommap.svg,954
56941,ab802194b9c3c3d4227ba42f3dc55713f6a2c8fddfefcc876ec7074dc9aebeb6i0,802,0,ab802,802.atommap.svg,802
56950,ab1354149f5df2f7a7b88d8d35e46b18122fe3fb130f2f6203ea711aa15fdb15i0,135,0,ab135,135.atommap.svg,135
56952,ab79715ddf52b2f0f494115ae234114a7eb2aaab9305070652e4874359716b3ei0,797,2,ab797,797.atommap.svg,797
56953,ab394681b3545da4c4077929f26a4fc49d1a4a187236b6869d135d1a449d7ba5i0,394,0,ab394,394.atommap.svg,394
56956,ab7787ebf4131c22b11eb70a0a7ab486ea7ac9cc25dad440b9dde7fe3a5ddd8ci0,778,1,ab778,778.atommap.svg,778
56966,ab776321bbf2155f922f6f88ceae1c67ecd7b0fd76cf8da82f9514f88ce0148ei0,776,0,ab776,776.atommap.svg,776
56970,ab74b8e223a9243bbd90fbf0d399b0ba31a310eb2101556f4c2c487ae2aac831i0,74,3,ab74,74.atommap.svg,74
56971,ab764fab5c568a1682ed4a816f0ffd59a610b3185ecb47380308bc752cfe4831i0,764,2,ab764,764.atommap.svg,764
56976,ab474982b2f0617e7ac3c71bfd5b57b6833e58f831efd5e5301ce8d74af49880i0,474,0,ab474,474.atommap.svg,474
56987,ab773644da8a1f535a65f7ae660994f65ad0247c9278ca8fc91cf70d99aa7648i0,773,0,ab773,773.atommap.svg,773
56989,ab78094cbec9d33665405ed79bd433ee29a6803176aacfe2032f1d615b61c362i0,780,0,ab780,780.atommap.svg,780
56991,ab511175e37506c0ada27fdbf39b3394664e7d3449dcdc3095d6b5980eb60658i0,511,2,ab511,511.atommap.svg,511
56992,ab47457e295035c7038c5cea1b0abb96c0de0014da873718e7758d802278adc5i0,474,1,ab474,474.atommap.svg,474
56995,ab7502ae05b797e1205e6e57f7d8e87e101bf7810121893efab7ff9ed6c60e25i0,750,0,ab750,750.atommap.svg,750
56996,ab479ff4ab3dd35ff3a5f2c43b275790e054e5664ffbaa84da7218406a77a4a6i0,479,1,ab479,479.atommap.svg,479
57000,ab8764b6b9396e89ee283412ca42fa5231c6175c843d5b2a9df1ae56369039d4i0,876,0,ab876,876.atommap.svg,876
57001,ab9635df3b70b79fd92b3353d66aa37a6887b4786fbfac0505848c449a5d3a3bi0,963,0,ab963,963.atommap.svg,963
57006,ab783a11338080ff5597c0c0a240136a0bfe9968e56290032b36cb6fd37b766ai0,78,2,ab78,78.atommap.svg,78
57010,ab331c5ec0ef72d12c85a0fb094ca0b0c1889e17757e24a95a016490cef1d8f3i0,331,0,ab331,331.atommap.svg,331
57015,ab52767bf536616d8138313b11f025bb278f2a3b71cbc390e5d437fb3e285744i0,527,1,ab527,527.atommap.svg,527
57016,ab75160b0aa964c56571c1fda03ec273ef86c13c982c2f147cd1d90d934ae255i0,751,0,ab751,751.atommap.svg,751
57017,ab52511777ece4503aef0b96a53ae37dbafe663426c5a403831959fd38b7b1e1i0,525,0,ab525,525.atommap.svg,525
57019,ab7636193ed81b356518650c3803e90198c1da48a62b3ccfe9eb21f1ed738a3di0,763,1,ab763,763.atommap.svg,763
57023,ab300049836f2d14a0233a8a0e00872091f37d57003cdae6dae6e251a87cfb52i0,300,1,ab300,300.atommap.svg,300
57025,ab488d16cd239faaf7b0a87b18643aaba548cbbd1bad55b5bd814771edc45e78i0,488,1,ab488,488.atommap.svg,488
57027,ab751c8b7369840ad6acd251542043d3c48a3ce509e6646964367955564cb797i0,751,1,ab751,751.atommap.svg,751
57031,ab5944b72bc3f4576902ec59f09218d27f37b22592a90473f25434701d519053i0,594,0,ab594,594.atommap.svg,594
57039,ab795433016d9007d364d45f97a77360d028248204c384d576a210dda916104ci0,795,0,ab795,795.atommap.svg,795
57040,ab7657ad103f35d7f7c8dc80c9a61682b7f62f84d429d21a56dddbc04ecb8eb9i0,765,0,ab765,765.atommap.svg,765
57041,ab834d4707af65a19e7aa12947bf594a1d4ad7eb2080f5664c7165564611a161i0,834,0,ab834,834.atommap.svg,834
57043,ab1785ba32418116add8d54a12cb07db98e4c064dda292a6905ea24f3eee35a4i0,178,0,ab178,178.atommap.svg,178
57044,ab9962aa946482c033be147d44c6e74555e1947093a3c04036b2b9d8d38a7b7ei0,996,0,ab996,996.atommap.svg,996
57045,ab7302944578326eaa0017b455d33b470ae96d724bf1436acde3807e0f287c99i0,730,0,ab730,730.atommap.svg,730
57046,ab941ac9131c0071678fc466a2850fdd2d3e16401228d5a5d2ae88050b2e7c37i0,941,1,ab941,941.atommap.svg,941
57047,ab946766f5919809f7a21003c89b64c466f9e8425a97d0683015c7e75316df9di0,94,4,ab94,94.atommap.svg,94
57048,ab12322b21fb386f981e2d2f006dbe69c7f116b039b2841e65b7912937ea2e91i0,123,1,ab123,123.atommap.svg,123
57049,ab739845fb651f3b8a5929c6a26d4ba983fd958eff146550f2ac4c5273ed1c15i0,739,1,ab739,739.atommap.svg,739
57057,ab373816209ce9b15b649daec55bbebb04d7295843d0800ce11784bd7cdea180i0,373,1,ab373,373.atommap.svg,373
57065,ab451460fdc95f98faf14f07c6f794a54d3b7f4050411cc76d2793ba96fc430bi0,451,0,ab451,451.atommap.svg,451
57072,ab312c9bdf1b85cc442d79bcc439b4786d3dea2561cec88e3df617c9ff679832i0,312,1,ab312,312.atommap.svg,312
57073,ab3598a7981f50ccca8f1f714153294d7aedae1ad0667801831346f71fd2562ci0,35,3,ab35,35.atommap.svg,35
57074,ab64449907525a2efe486e2225a7b043969d9f13551cfe7ad91ca81f4d04ce8ci0,644,0,ab644,644.atommap.svg,644
57075,ab607d40228035537581bb4a03d9d0011037574e0bc9ae435cb1237b352181e9i0,607,2,ab607,607.atommap.svg,607
57076,ab100f0d22818b44c032dbe6bdfd51651a1e23b1669f5a9e6bc32141d148970bi0,100,2,ab100,100.atommap.svg,100
57080,ab329f9066aaf1946f772259b8d0e0edfe11addad314388cc222db1b36ab9482i0,329,0,ab329,329.atommap.svg,329
57081,ab423d61cd990b6f7cd67611ede315c49402fd62263eb36718a96258e6cfb101i0,423,0,ab423,423.atommap.svg,423
57082,ab1855b880643fe8b956a340efc6eb4ad5140e415859234f37552fa9db22e4d7i0,18,2,ab18,18.atommap.svg,18
57089,ab895c16017d3d0263e7dc219736dd8dc2de8cb60dd33ecdfc3f4348fe35742bi0,895,0,ab895,895.atommap.svg,895
57094,ab4137bcc3fd8c9ee04257ea49fd93e6a4fb604c719c0db720512b8fb93151f6i0,413,0,ab413,413.atommap.svg,413
57095,ab522f172cb2cf028ebc2821e43443b5a5404960ee8f9bd2d5526cebe33e8725i0,522,0,ab522,522.atommap.svg,522
57096,ab123fda3dc260e3618b3a690df3e889ad1f15d3dd9a193af2302dc70f5d96aei0,123,2,ab123,123.atommap.svg,123
57098,ab9256624c7d532e1c01a000ebe4513aa494e8c5f04f83bdede9ab8e6f8c14bci0,925,1,ab925,925.atommap.svg,925
57102,ab8955e44dce2e0b490c0e74afe0f14df1954619ea66740ff23632b83100ebcdi0,895,1,ab895,895.atommap.svg,895
57103,ab93987ce49ada99207039de1008dfbfb7803a312c90a4195877ed80c821ee97i0,939,0,ab939,939.atommap.svg,939
57108,ab605f8ca35334c89d84b7faa3b41f79ae2fa62697eb000f95f40135003c7c0ci0,605,0,ab605,605.atommap.svg,605
57110,ab50003acd764c22e839817a088bd53b94e5377b6f587232351e9eee025386e2i0,500,1,ab500,500.atommap.svg,500
57113,ab1369ba493c1081b1017d8cd7b72dc3a59f2e780eb4db7e8a4887e7912cd295i0,136,0,ab136,136.atommap.svg,136
57118,ab347f017549c3f996ed580a198e98dc9408516019ee19a29e707ec085ee8bdci0,347,1,ab347,347.atommap.svg,347
57121,ab753890b149878e97fd6b9262f162e3e2fcbdd4ce8a21b65e01c24553060b58i0,753,1,ab753,753.atommap.svg,753
57122,ab299abcff6ed8b772d8837a1fcce9e0aea1ce6f5a65ec24a84b5bdbbe27f00bi0,29,2,ab29,29.atommap.svg,29
57124,ab487eef150fc98b760eb17b48328e26fbafc0abedae0bc29dd7e5103e508d39i0,487,0,ab487,487.atommap.svg,487
57130,ab599841186c5f628470a007e329dd41b719eef4ad5e99ff47f6322cc8a47342i0,599,1,ab599,599.atommap.svg,599
57131,ab299407b4f580338e5337b5726899d559a4fe42fa621a7ca1fb0ef548fec817i0,299,0,ab299,299.atommap.svg,299
57132,ab79152caa75644c2f4e156799b081025ba716ed01c200ede31f8bd1ee23c8e8i0,791,0,ab791,791.atommap.svg,791
57134,ab207d1b73d67d60ac5a35a1a3ddaf8c0e3eb67daae07dd2b178e6ec77b90819i0,207,0,ab207,207.atommap.svg,207
57135,ab6068bbb1351961935938083c227018517ff60719acf560354c5905c3bf3be8i0,606,0,ab606,606.atommap.svg,606
57137,ab182483fd1f9c0fc34b69971c6aad35e2c519e7583b24164f194c78eb7c358fi0,182,0,ab182,182.atommap.svg,182
57138,ab53820bf18da3ae1161399093d8e1620e8d7b26936b2268b674369c287e134bi0,538,0,ab538,538.atommap.svg,538
57140,ab1614552f47fd3fff15272a2f1b8e17b166b7456f00cedb2acd54e6138c72f1i0,16,2,ab16,16.atommap.svg,16
