atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
63952,ab3300c47f81eaf0a3e8f3cf20fb16c29d59997fcd29c3fbb4894c2c68d229dai0,3300,0,ab3300,3300.atommap.svg,3300
63965,ab74198e87e3158fa4431e98aa49bb41378ca7c76c0e08a0d2222b859067b6b2i0,7419,0,ab7419,7419.atommap.svg,7419
63966,ab7417175ddf9842a14553b5220dada6c17d47b21f493a4f362d99e32473eb8ai0,7417,1,ab7417,7417.atommap.svg,7417
63975,ab659132dc750262fb03af968952466a2418a445883a77f85b4ab64a1cc58658i0,6591,0,ab6591,6591.atommap.svg,6591
63990,ab1883c7f7d3d6e01b459a37e1d5893fdeb80fa0aef753b29f273c658de7155fi0,188,1,ab188,188.atommap.svg,188
64023,ab779ad5c285ee4a101eb197056aa0e8ee8c27a0abf5cc14e575ed6a26d8dbadi0,779,2,ab779,779.atommap.svg,779
64026,ab778155bda3a3b5fe96379391100e760bb19f181d55a6099c24ce349649a210i0,778,4,ab778,778.atommap.svg,778
64052,ab331d447b51bad484edc21cc57fce4e2b782727d0808743ce451902b476c2f0i0,331,2,ab331,331.atommap.svg,331
64057,ab7704247aa8737bbeba7512376be590d976b25fe0ff3c6174dd62f489f136bei0,770,2,ab770,770.atommap.svg,770
64058,ab9444e51e90e6809f6ad2eea5079e21cdb40d738cf20a7b73845025ee1f0b66i0,9444,0,ab9444,9444.atommap.svg,9444
64062,ab3396144552c162f770a416bb52ea4fc9054e8a2b9fa36a9a232eca716f57e0i0,339,2,ab339,339.atommap.svg,339
64076,ab966870b2ea66514a83a4b34bc3ac1a1dd91d6c7baeaa053b4f97d1cedb11f8i0,9668,0,ab9668,9668.atommap.svg,9668
64079,ab104841409ca3554cd70727328cbd10be71bd8716596c2c729b7d271e5ed2f0i0,1048,0,ab1048,1048.atommap.svg,1048
64080,ab930094739605ac00ea38d169358e3817a7ff24ef0aeaa9a48336dc23194b63i0,9300,0,ab9300,9300.atommap.svg,9300
64085,ab8966a083e222f998f3cd4ce80eadbf0afee1de3257f27f33352189ba7c6073i0,8966,0,ab8966,8966.atommap.svg,8966
64092,ab8977ccb53562310e889b40ce5341842072feb42ae5a5aa3d23246aba2867fci0,8977,0,ab8977,8977.atommap.svg,8977
64099,ab2333f79a7849e1031d908dae1888e29d8e7ddfa30af35e425ec40dd1dc5664i0,2333,0,ab2333,2333.atommap.svg,2333
64118,ab2777b26f71d707de35a0aeaa98de27a27165963d5df6d72269e4ef37613f25i0,2777,0,ab2777,2777.atommap.svg,2777
64125,ab8112285ae18a2211601c01c0fecc2f9c0c246f83f5a6d8606c4c125a6033dbi0,8112,0,ab8112,8112.atommap.svg,8112
64157,ab33892cd88ef52e8b8e68e518384ebf0073ada703f2fa3af394c331a33c6123i0,338,2,ab338,338.atommap.svg,338
64165,ab337b92f53c9d5d5abb607785f8d547dba50d25360567512879293f53aa16f6i0,337,3,ab337,337.atommap.svg,337
64187,ab1057c186e74be36ae25865223759fcf3f0968e2a57694a8bd200e1c9b9fae9i0,1057,0,ab1057,1057.atommap.svg,1057
64188,ab37374d33b466715d09ca936ce51d43878053cb84149cccc837d46d371b9957i0,3737,0,ab3737,3737.atommap.svg,3737
64190,ab1688a07277ba2ec04fe0410a0222e8b76d89770ba985dd4a2134a5b3d81a69i0,1688,0,ab1688,1688.atommap.svg,1688
64221,ab683d134e73544ed293abb7cdf5aa366d098c8c7d7200b34a684edec839a25ai0,683,2,ab683,683.atommap.svg,683
64222,ab769c36feec876520d223d5019fe0ec2e4bcf4d598366c8dbf87419fb9aa802i0,769,7,ab769,769.atommap.svg,769
64231,ab74208bd14eb616af4f3a7898242bced92146624db512968338378b624a4786i0,7420,0,ab7420,7420.atommap.svg,7420
64247,ab6549a5df91d9240c828b5735df2456db6c55819f2ab2a90460f2aed836a389i0,6549,0,ab6549,6549.atommap.svg,6549
64248,ab5559b1666d51b7ad44fb666f9bf6508f29703a494c38abaed682bcbc69cb6di0,5559,0,ab5559,5559.atommap.svg,5559
64251,ab770a13b25f3c02406ca0d745cf5c266d8317e0c62ff597c278526032271483i0,770,3,ab770,770.atommap.svg,770
64252,ab517fc6cdeec5e274e2d8821e2c253fc99cd0d99b1125e1ef448fd940908345i0,517,3,ab517,517.atommap.svg,517
64255,ab81139d02024d3254257ae58a2b12f926ad50f59a7934a722701ce5741e1a5fi0,8113,0,ab8113,8113.atommap.svg,8113
64257,ab8885964d1ddc62b6e7aba06b57ccd2c822d48d35fe50a9446a482918259166i0,8885,0,ab8885,8885.atommap.svg,8885
64262,ab845201cf902eaea27212300d25057f36f00b4f5251e579b14e3cd8b5084d27i0,845,1,ab845,845.atommap.svg,845
64272,ab353560d388cd98e4d5acf463a839887bc34440a8306733495debbeff193627i0,3535,0,ab3535,3535.atommap.svg,3535
64274,ab7755cc63963bb8b41d54ba72c531b1c9afab68b22283c787be4c62a59ae04fi0,775,4,ab775,775.atommap.svg,775
64275,ab76813939fa1916692ec5e4cd5452d231fb0f80faf46b4949a52b29c59b5bc7i0,768,2,ab768,768.atommap.svg,768
64276,ab4932e0caae69bb5ca329be5863243fc32d4f8917b09688959e9040133b020ei0,493,4,ab493,493.atommap.svg,493
64278,ab7719eb3a4886b03bb9743b32125d9e1f52dfb0b4bf33bf00e872735904ac60i0,771,1,ab771,771.atommap.svg,771
64279,ab8999444a7ffdb290032f274b4ce5fabadfc4bc840873bf073c7529a7de0652i0,8999,0,ab8999,D:\Atom-map-main\8999.atommap.svg,8999
64281,ab7785c72659a0a579b2f0e6edc5561df4cd98856202337d333d9bfe8b517c5ai0,778,5,ab778,778.atommap.svg,778
64284,ab7111cbe70d6696490fbc0721f542d2095b3eb8307582c5dea187d4022e3562i0,7111,0,ab7111,7111.atommap.svg,7111
64287,ab68412aabee7852e952b110cb7e9739e104b15e3ebb46515d2647725caadedbi0,684,1,ab684,684.atommap.svg,684
64289,ab87777385afb8755fbeb50675099e3f15d753fbaf7242a1305b4830994092a9i0,8777,0,ab8777,8777.atommap.svg,8777
64290,ab2555bc7048e03dfb481e08c23a56a9116347ab1aff02d18589a41042c33457i0,2555,0,ab2555,2555.atommap.svg,2555
64304,ab19000b114ff31ac54f45dbdef57815f73f2bd2f74dc67d47dd22b0e1cb0b1ei0,1900,0,ab1900,1900.atommap.svg,1900
64307,ab85d8ee9e39efe5012ba00ae561b43e170fcc6f9de1e4b98171f58a4e5bfd7ai0,8,4,ab8,8.atommap.svg,8
64311,ab2441e1027121a0a65af92ea8d9422d50210b05ac831b061d57241c978a9d5bi0,24,3,ab24,24.atommap.svg,24
64312,ab23e56113601a41ca99c46098966f5dd7b93d9dc7bcd92660519be8508868c8i0,23,6,ab23,23.atommap.svg,23
64357,ab1435e0597c6ce51e308b184c925cd8ef8b6d6868853d155da46c97f3ff3ba8i0,1435,0,ab1435,1435.atommap.svg,1435
64369,ab405b0b79379630c8e264c59f95bce01c84d402829ff94c9c82065ab5c71e8ci0,40,5,ab40,40.atommap.svg,40
64372,ab18374c9256dcaae2443a46ef5f63c8caa9814d7548a1733169ca3a45ec1e51i0,18,6,ab18,18.atommap.svg,18
64379,ab4555d37fcbda93b8223999db24bf190ed3e959497b3e2f2853cbaa169f81f8i0,4555,0,ab4555,4555.atommap.svg,4555
64380,ab82bdb002a5ad1a532680d07e41633a8c3ea17c18895e4728771cc3608c9a72i0,82,2,ab82,82.atommap.svg,82
64381,ab10362960d9d6093fbf0458030d49c4c87e0106561315bbbe97700a57f6efb4i0,1036,0,ab1036,1036.atommap.svg,1036
64382,ab640518ddbfab149dc1aa1404a0f4ecffacca8a75a02706dd51a7314101c120i0,6405,0,ab6405,6405.atommap.svg,6405
64384,ab999d545a19074a99f083e790dc7044a566cea0c075fb3195053ddaae80c459i0,999,10,ab999,999.atommap.svg,999
64385,ab88848507242303f69e6fed78f27f0542cdc9983c7af8c0e6dbdfa22f482a4ai0,888,5,ab888,888.atommap.svg,888
64386,ab55522b4171f1755cb77bfc335d143e447643692ad8ee54bacd9fe1c8ce7b8ai0,5552,0,ab5552,5552.atommap.svg,5552
64387,ab793700c26f9101afffb036b0f6bb4bab4122d9a022e110a3653192a3777fadi0,7,3,ab7,7.atommap.svg,7
64388,ab88e740bca3739b38919d8f53b96795e8c89f5eecb42d16ef9214f11f846713i0,88,6,ab88,88.atommap.svg,88
64389,ab53530fac7cef6597cce6a6bdcd56e25f0a2e61f88c9d445265e7de44cb3a42i0,5353,0,ab5353,5353.atommap.svg,5353
64391,ab2973ac492e98408dcb521d010f11a16a2f866e54b458035fbf8170dfe93160i0,2973,0,ab2973,2973.atommap.svg,2973
64409,ab66579a304956d1d133c312e06e9a73e45632f47f8f7f5b4d984f0d54217adai0,66,6,ab66,66.atommap.svg,66
64412,ab966687ca0fe949508e79f58229c53ba1f84875543e6fec324b828c95dd4056i0,9666,0,ab9666,9666.atommap.svg,9666
64430,ab106547b14ffcd7d684595edb78d151f282d313f144324036d1761dab6a6ad9i0,1065,0,ab1065,1065.atommap.svg,1065
64440,ab898986489a7999a128f658a4e73a3d5e697eb3fae3aff3f5ea2540d55a916ei0,8989,0,ab8989,8989.atommap.svg,8989
64447,ab1049dc15e63620ca3d108ffb4f59f4dd6e250ab33f55cee1fc910963e35bfai0,1049,0,ab1049,1049.atommap.svg,1049
64453,ab14147ddc51096a4b7c026baf650d0dbe37c18278872b69edb1686a2a2c7fb7i0,1414,0,ab1414,1414.atommap.svg,1414
64454,ab922257fb4fc23ce40bf0293f104d5ff37fb4cd05a682ae5ec3aa76a0f1025ci0,9222,0,ab9222,9222.atommap.svg,9222
64464,ab1551c75a5285b2d046cf72ce314cc049339d9f5f1f69449771ae5d3d3a848ei0,1551,0,ab1551,C:\1551.atommap.svg,1551
64465,ab88068154107d3e77364ad3cca3a29b5d1ba2ebbeca737499be352796456b0ci0,8806,0,ab8806,8806.atommap.svg,8806
64466,ab068f3c713957395e390787bab18695b1992930034e5e8f306c47a3ec0efa4fi0,0,8,ab0,0.atommap.svg,0
64476,ab59595a555bc1aa3edca958a0dc442b9364e1ae1084a1d07f68b5f3149f5e00i0,5959,0,ab5959,5959.atommap.svg,5959
64482,ab1444b69542e0c7db50cb100012f27489a3892b2606ffaca236d56929497e84i0,1444,0,ab1444,C:\1444.atommap.svg,1444
64483,ab4309d4f62d3fe1001e711066f80546289c17dae54f915a39895c892356cc10i0,4309,0,ab4309,4309.atommap.svg,4309
64485,ab198313d39d839e86aa9b89a4d7a51676c8aadc2d2023ce29b2be2a1fbc2ad9i0,1983,0,ab1983,1983.atommap.svg,1983
64490,ab6014a7d52c17e6a1b8eeba9be014462b0815c46822bf807c6adef4b37c4e6ei0,6014,0,ab6014,C:\Users\FACAI\Desktop\111\map\6014.atommap.svg,6014
64491,ab14645c43a75ce16d682334280902e769c07ad6487a2f11b76e5862b5a680a4i0,1464,0,ab1464,1464.atommap.svg,1464
64492,ab14638168db39ec9db5513826c6c68d2b7588a6cb4f7d8fc821c1b69fb57d04i0,1463,0,ab1463,1463.atommap.svg,1463
64493,ab166159ebe011269f02e9f66bebf9cfcf78fab6c388acf8c541585d4039e19bi0,1661,0,ab1661,C:\1661.atommap.svg,1661
64494,ab1771274fbb75c31e90eec451a062d539c371d77b4015c45e5c2b30e52375bai0,1771,0,ab1771,C:\1771.atommap.svg,1771
64495,ab146292d9ecae84dfe4991e8757d0bf59e99b8eb78c3447e54614021a1666c8i0,1462,0,ab1462,1462.atommap.svg,1462
64496,ab13836f03c286933bfefc771467896c95bc9a7c040d08a6787fe850a62ee822i0,1383,0,ab1383,1383.atommap.svg,1383
64497,ab3003dea877d064c5b4e7ff54bfea6d57b8f6b8ee173897a521d789bd5be550i0,3003,0,ab3003,C:\3003.atommap.svg,3003
64498,ab85880816f796f57a810839ca83a71fd52356bc1326df4744fc0c806c570c5bi0,8588,0,ab8588,8588.atommap.svg,8588
64499,ab1912e20ec0d4f97343d8c416865bbf2e863b63d32bab314d8ad8c28e3dbee3i0,1912,1,ab1912,1912.atommap.svg,1912
64509,ab6886d5e32bc748062c4bc5bffd49db3f95877a736636150c77093a5628f059i0,6886,0,ab6886,C:\Users\Administrator\Desktop\atom\atomicals-js\atommap_svg_final\6886.atommap.svg,6886
64510,ab60440c9cb5dc5c61e09bb206fcd23aaa9f6eff78456c251f6b4a6f4b63ad01i0,6044,0,ab6044,C:\Users\FACAI\Desktop\111\map\6044.atommap.svg,6044
64516,ab9419186307dfc01dd667f0cbaf4cf015b0004c548794c382a7552d3c26fb1ai0,9419,0,ab9419,9419.atommap.svg,9419
64523,ab222902f5b47a623c4639caeab2fc8c1cfe8cd4c71e266a401d4c8202784fd5i0,2229,0,ab2229,2229.atommap.svg,2229
64525,ab89885d9e07531e099a795f149a00b1788e1375cf87c9291e5b8ce35a77aa52i0,8988,0,ab8988,8988.atommap.svg,8988
64526,ab858504fbfe5ebb261d1c9d2ea9923e881f75adaa69b0daec658afa9ca410d0i0,8585,0,ab8585,8585.atommap.svg,8585
64527,ab777508df5ab955683b24ce65e77db5fafac81a0b6d8bf73981b22651c5000ei0,7775,0,ab7775,7775.atommap.svg,7775
64539,ab570972e0fc7ef6b7f777898c5dea4fef4398993824fb97d97ca97cc08e6d39i0,5709,0,ab5709,5709.atommap.svg,5709
64541,ab49492970e60fb1881d3abd18fd106461117c3860b2fa4167b00f2122d5d2f0i0,4949,0,ab4949,4949.atommap.svg,4949
64542,ab6444cb6ab8630b7f9424560594e16613021fe156da9781363f9ac753686223i0,6444,0,ab6444,6444.atommap.svg,6444
64555,ab4725fa090229dc91e6cd18434bec2f3e4cc550a75c60146a72c4c5f8e288b4i0,4725,0,ab4725,4725.atommap.svg,4725
64557,ab6380abf3ea687a3e1f33c96a539216ffd8d7ffdc685dd5e9b54101f592c8d3i0,6380,0,ab6380,K:\0\6380.atommap.svg,6380
64562,ab888054b0f13c9cdcebf4c961027dc6e09c311b4beb7419b4fba9fd8920bbc0i0,8880,1,ab8880,8880.atommap.svg,8880
64576,ab1616c3ba054579eb7c3b9786d0d080c224efc5d3ed8f32977eba5a9c3c6730i0,1616,0,ab1616,1616.atommap.svg,1616
64577,ab7885429547325f4a6727c79ea2f34e79b586d3ddd67d3806eba02ab568cc06i0,7885,0,ab7885,7885.atommap.svg,7885
64586,ab1991166bde3f1e10efaf2eb3948a20ac874ddce8fa6346539ed107eb95b4c3i0,1991,0,ab1991,C:\1991.atommap.svg,1991
64598,ab4727d539ef466d7805833a77d4b7f9b10cdf2aed6c7767e2d369b141278d17i0,4727,0,ab4727,4727.atommap.svg,4727
64603,ab53ad84a30df2232eabfe625408d30fc955cb73bce44754b964edf1a4a3b720i0,53,3,ab53,53.atommap.svg,53
64604,ab86681cba661a4ddd85487834449ecc8ba9b5412f89ab2e4871417ff512672ai0,8668,0,ab8668,C:\8668.atommap.svg,8668
64605,ab465daa28b683eca609ddb5ae7117746f4095ee27ffe7c0578d60df4249e740i0,4,8,ab4,4.atommap.svg,4
64606,ab67e3f269135632eba091a11ba88b0382c54c03950bbfda75206b70b0a524a6i0,67,7,ab67,67.atommap.svg,67
64607,ab31618441c6680a3567cefb7e01b51bda19006e1641e53bb62fc33f51936821i0,31,7,ab31,31.atommap.svg,31
64618,ab70ed80439cf57254b501f13423ea5b031f575e9bdc152af4c39a06578bdd1ai0,70,5,ab70,70.atommap.svg,70
64619,ab22691954b6e9dcff736d29346f07bb670b238b236a1dae5ec14ab40cecf063i0,22,3,ab22,22.atommap.svg,22
64620,ab150d2aadca2430cccce2106fe288ff7bd190266eb98ec47e176df2403ee858i0,15,3,ab15,15.atommap.svg,15
64621,ab109356eca19a905c0b06f5e5a805da7475cade5c0def65f3e4e764d231c9cai0,10,4,ab10,10.atommap.svg,10
64628,ab68e505462f5178acaab0ea7b5b1c8c2c24da3da737a52f68274cbf83850a25i0,68,7,ab68,68.atommap.svg,68
64641,ab266c03539505571f04dbde59c3daa8259d0c17ace73e4715fd67f31366c2c5i0,266,1,ab266,266.atommap.svg,266
64643,ab999613414a40e6da995c0fa47960de61cacad7fa9a91b2463174798f9d58aei0,9996,0,ab9996,9996.atommap.svg,9996
64648,ab393993dbb0d3d4b71f92fb56d2c20c7f5793d5f51dca644ce5b1691c15abf7i0,3939,0,ab3939,3939.atommap.svg,3939
64649,ab96504d83c70885c35d4a277caf83e382aa391a64755fcf0be9e70295d02965i0,9650,0,ab9650,9650.atommap.svg,9650
64652,ab66551205901dd3a5a7d5a76cf48e973553b0142e94a487675fee247e0d566fi0,6655,0,ab6655,6655.atommap.svg,6655
64653,ab90904085f073d4725dc379f88cc188bd5b23b174d4965482006ec5b629c2f0i0,9090,0,ab9090,C:\9090.atommap.svg,9090
64655,ab7578e51d184417ccc2eab4074996b1cdde5802c1732f343b5972d95d427d5di0,7578,0,ab7578,7578.atommap.svg,7578
64657,ab1468cc4f67e6da0260655a606300d414aecf0a413185840bb88a461106c5e0i0,1,2,ab1,D:\JavaSoft\PycharmProject\pythonProject\src\lite\atommap_svg_final-cp\1.atommap.svg,1
64658,ab336c2cc6cffcf9113863aa12ba41796f3b0fdc845364b73fa48cff80f005fdi0,3,4,ab3,D:\JavaSoft\PycharmProject\pythonProject\src\lite\atommap_svg_final-cp\3.atommap.svg,3
64659,ab2777660b8d37bcf96deafd280f31259732c27e3fb82fc517a831873c3db7f2i0,2,10,ab2,D:\JavaSoft\PycharmProject\pythonProject\src\lite\atommap_svg_final-cp\2.atommap.svg,2
64660,ab33d06c9f95f7d63c00ccab3f338dee22e745853e45ee89b5f878a731ff6321i0,33,4,ab33,D:\JavaSoft\PycharmProject\pythonProject\src\lite\atommap_svg_final-cp\33.atommap.svg,33
64661,ab669624a21d44dda929ffa31e942b65823ef30139cf4fd2786a59edf72a7a8ai0,66,7,ab66,D:\JavaSoft\PycharmProject\pythonProject\src\lite\atommap_svg_final-cp\66.atommap.svg,66
64662,ab8008875ca416a2d8dacc5cdbb0c9facaf8b0050ce990ebb96b126e17a7c4b2i0,8008,0,ab8008,C:\8008.atommap.svg,8008
64667,ab6586cb67624a5863670fdd5f71b9965df32d31645e1e4430b7b94bdf139c74i0,6586,0,ab6586,6586.atommap.svg,6586
64668,ab19130afe04b650fdc6d767334e2b269f0dfa64494e68dfb1751bc35e019adfi0,1913,0,ab1913,1913.atommap.svg,1913
64670,ab98762f347dc5579eb1b5b32d305c6ade29eb8e71b2c0e2ce90f0e1e47b6144i0,9876,0,ab9876,9876.atommap.svg,9876
64678,ab8282eae6ecdb33dc5398b342caca3e7966674f2abcdc74a0d9e25592310b69i0,8282,0,ab8282,C:\8282.atommap.svg,8282
64682,ab920f19bfa6dc4f368755f03cd40fb9afff968bc0442d274c399f95b1f10833i0,920,2,ab920,920.atommap.svg,920
64685,ab8877bee394f15c84bcf7d1ec5b32a0aafe874fd76ce280bfaacdce2dde5cefi0,8877,0,ab8877,8877.atommap.svg,8877
64686,ab93072d6f62c9af6b505eaffbea89a2a0ee28af8a2fd297d96ccfd686dfdd8ai0,930,1,ab930,930.atommap.svg,930
64687,ab531940fb0bf1eaa598847fed3f5e4fdb6d10449c0185678ab3a1e9d53c083ci0,5319,0,ab5319,5319.atommap.svg,5319
64690,ab3003a7f78cdd44bf94c3c85f9fbab7cc37f0f31eaa25d2cda6920adb31b785i0,3003,1,ab3003,C:\3003.atommap.svg,3003
64691,ab9923b3b8c19d72c8cee603e2ef8c36136db424c774b3def0bcb73df182552bi0,9923,0,ab9923,9923.atommap.svg,9923
64692,ab9924e63ed5f37e23b042a356a542550defe8de8149b9d7f1aa9bf9b99ba752i0,9924,0,ab9924,9924.atommap.svg,9924
64693,ab940beb2e3ab2b0cde321c5b275a62517e7188e9d2f00a8dd7baccda54f9694i0,940,1,ab940,940.atommap.svg,940
64695,ab9106bc33053f4a5cd38bb152822cb7d7d76cc0297eef87f320e3f711f07f07i0,910,7,ab910,910.atommap.svg,910
64696,ab8866cce082a4eb46c0aee0be6206d8f52daf6125e373ddc6edba077d444e2ei0,8866,0,ab8866,8866.atommap.svg,8866
64697,ab70162fea4b6c27de255719b9a6c05144d3630ddf009c7ebe1e06b1a67db6f2i0,701,3,ab701,701.atommap.svg,701
64711,ab2888573dd354241006dd88ec693a672f56296e2a3f0cbb1a406f0557b5197di0,2888,1,ab2888,2888.atommap.svg,2888
64712,ab8787048d589f2ca6b3e5be7ddf895d302ce035249e97d521184e5b5bd91971i0,8787,0,ab8787,8787.atommap.svg,8787
64713,ab33992715184f01a08401452a9c5b358e206f4b5c2a8a16656f8fda20c11236i0,3399,0,ab3399,K:\0\3399.atommap.svg,3399
64714,ab1881fd92579220bbd96fbf16308b869c2fd02c7130c903c83ff953c5fcee79i0,1881,0,ab1881,C:\1881.atommap.svg,1881
64716,ab99278e182b241a4498e5d4b1b2337c6a161456fdc6eba9023e75743289203di0,9927,0,ab9927,9927.atommap.svg,9927
64717,ab99265025e0443ba64b1058a2934aa9f2347076f1e2e5eb53212ae70baae7f3i0,9926,0,ab9926,9926.atommap.svg,9926
64725,ab95040e106459373bbdfca0b3ecf3df20d67e194ad5b9c64ba7d57acaf014a4i0,950,3,ab950,950.atommap.svg,950
64727,ab992925d081b60e5d16d44afeafd1ad01e1401d92c3b93e144220e453199462i0,9929,0,ab9929,9929.atommap.svg,9929
64738,ab1913073b3b80bc0e1b1a2087f172fa72164225cc53907c67d60ef35b5158bei0,1913,1,ab1913,1913.atommap.svg,1913
64739,ab9222c006af2ce9190b2a3d3bfa508e0b67bf3f84e9aeba37768617deb71808i0,9222,1,ab9222,9222.atommap.svg,9222
64740,ab9333f8bc964d201db17465d89893b95b79e64cdc2ad9fcab0c0cbb4ffb3167i0,9333,0,ab9333,9333.atommap.svg,9333
64741,ab303068125499757db60422419f063ab4ce42053b271a9e4cfa66e9ee80bcc6i0,3030,1,ab3030,3030.atommap.svg,3030
64742,ab191992c1f2ec8f79c4b3047628732e2913ce48fd393d49791988588b698cf2i0,1919,0,ab1919,1919.atommap.svg,1919
64743,ab611186a832167eb8b9ec5f2285aaa4af9b34014bd7f6eab7ae9037582ef161i0,6111,0,ab6111,6111.atommap.svg,6111
64744,ab15158c7e300687f2591220cfe3eff7f5fb70874be2fc45d5c7fef10be3b6aei0,1515,0,ab1515,1515.atommap.svg,1515
64745,ab17373fe0840c5cd4fb05706503d42676efa414483e7d49211fe9fbb5eff33fi0,1737,0,ab1737,1737.atommap.svg,1737
64746,ab4857cdd437475e7e3690d70c0f7502a91e7d5bd51f2e77bfc071aac2c802d1i0,4857,0,ab4857,4857.atommap.svg,4857
64759,ab1911bf2f56a9919105b7866101b28be2b42323454176a22af56384bb6ed54bi0,1911,0,ab1911,1911.atommap.svg,1911
64778,ab1456921cdc81e7f71c5b329eb7aff9622b435e47fe7ccb4db2fc9ed176d01ci0,1456,0,ab1456,1456.atommap.svg,1456
64784,ab81a9a205b127c7d466e964d36e4db8674a609aa660295116fca2a43c07ea4di0,81,8,ab81,81.atommap.svg,81
64791,ab6904c09a5def0309949be270aa2e41d3f1a5292ff0bdfdab7046c412773509i0,690,5,ab690,E:\user\690.atommap.svg,690
64834,ab8838213502e72519d5d4435b01f557c7db1b49f728d9a3d0e379c850cda588i0,8838,0,ab8838,8838.atommap.svg,8838
64835,ab356fa50e821f553dc5b6a6f2368911f35544f03342458327a07949c982a359i0,356,3,ab356,E:\user\356.atommap.svg,356
64843,ab970160c4a4430595142b70a0d097655ab2b359fcf0311d46f2556bc43c3aaei0,970,3,ab970,970.atommap.svg,970
64844,ab95003bd54ff3e1afc692a73fbf286520ba944361a50dfb896b5722d475cb86i0,9500,0,ab9500,9500.atommap.svg,9500
64847,ab9191c853a6449babf09e3940384efa1b1d3e5d7a36d296d31f3601a0e68ffdi0,9191,0,ab9191,9191.atommap.svg,9191
64870,ab55525811d27103d0ded0ee1c82b80cb2a1d00ed378b2acbcac25888b6a0913i0,5552,1,ab5552,5552.atommap.svg,5552
64871,ab999123952d89fcfad149152f6af4bab1f81ca5a64dfc497a9c1fd9062598f7i0,9991,0,ab9991,9991.atommap.svg,9991
64872,ab5000dc1e7137dd3c56966cabe09b0339a3ed783d6c967ce43c32b6d5ae372ci0,5000,0,ab5000,5000.atommap.svg,5000
64873,ab9996d543561e9dcd00a9d38e7a5b490eb6ee182b98223159248d2af2ac5db0i0,9996,1,ab9996,9996.atommap.svg,9996
64874,ab6667244aea229a232b4a186e9be850d7fc456034dd066b60ed19a2c8136e96i0,6667,0,ab6667,6667.atommap.svg,6667
64875,ab55572bd43f884c416b6bc235c407ecf861efa76d05026e10f73431cd2f795fi0,5557,0,ab5557,5557.atommap.svg,5557
64876,ab1605399e401b6cfab2a24dcb3b9c4be06a84e332f9dd4fb32dee42de58d0fei0,160,1,ab160,160.atommap.svg,160
64877,ab223a6e15655268a8d330e2f42e376ff706dff1024e5961aaeb789ef57eff21i0,223,1,ab223,223.atommap.svg,223
64878,ab2276013aebee7fe647266f2f5f21880c7aeceaac643f0a816e1e2bc6219c08i0,227,1,ab227,227.atommap.svg,227
64879,ab15815a3a2a5495b5bd59249f1396968c15a02352cd949d9e99b0d985a95832i0,158,1,ab158,158.atommap.svg,158
64880,ab226078eb18039d10b35ace7ea108d73038058a54c3ffac91cd01c31356bdaci0,226,1,ab226,226.atommap.svg,226
64881,ab67776ba9b2a5ed032620b7491e40c4768ac9fd4e4c67f5c7d09f71dd95a925i0,6777,0,ab6777,6777.atommap.svg,6777
64882,ab5335e25db618cf62384ab7322e1d4f4218f91ee0cf6b4282f89e3c35b1b0dfi0,5335,0,ab5335,5335.atommap.svg,5335
64883,ab41450a9715cdf059efac7137894c05d589c8557066cd0c7ff67b5862ca68e3i0,414,1,ab414,E:\user\414.atommap.svg,414
64887,ab71584710c04d086831cd066bd92b65c2349d8a5759e0d58c2428d1d6aede43i0,7158,0,ab7158,7158.atommap.svg,7158
64901,ab656651acb05c50fbb967e11f61c84af1a66782353c485e3c073d0bdbf57620i0,6566,0,ab6566,6566.atommap.svg,6566
64906,ab10363853e6a9fcb07f395ced7317850c78e4a354694e5c43dd75885a9f3519i0,1036,1,ab1036,1036.atommap.svg,1036
64938,ab19146a2d404602587319fa63a8eb7a10bbc2b743b985d4797c0e4568973e3ei0,1914,0,ab1914,1914.atommap.svg,1914
64941,ab9928478b6dfe711c080096eb33e73c66c13b1c93b46f1cd18baabc59a4911bi0,9928,1,ab9928,9928.atommap.svg,9928
64945,ab78757d4a59d8af4842d52b968555a2f46e28ef3c0dd44fbc4a0846580c1471i0,7875,0,ab7875,7875.atommap.svg,7875
64946,ab0e23623ac8947ffd5a6924bc8de5751afc38695b129f5c30ab9f3a7b9f61f3i0,0,9,ab0,0.atommap.svg,0
64950,ab1125be259b62cf209c2956e84c51fd876d265f72d36a53657576ea36d41965i0,112,2,ab112,112.atommap.svg,112
64951,ab106014f91dd75cc45827369638435ca55603ee8f8ad39f5ee7d95a128db51di0,1060,0,ab1060,1060.atommap.svg,1060
64953,ab60549dcb8949af5c30a668f08620f3ef4445e4f63e9cc776298de4e0e782bai0,6054,0,ab6054,C:\Users\FACAI\Desktop\111\map\6054.atommap.svg,6054
64980,ab2195dc78dc7b41f1ae958796cae25ed77fb18c28c35b3b8f48d150c05442d5i0,2195,0,ab2195,2195.atommap.svg,2195
64981,ab9518d2b14622a5b0afeb2653e14d25a0527878967396c17be02eaebe68817ai0,9518,0,ab9518,9518.atommap.svg,9518
64992,ab39933a6ff0097febf623a39d6a58f6b1a24f86df6131706ddafe1cf0dacc7ei0,3993,0,ab3993,C:\3993.atommap.svg,3993
64993,ab1510c98d1d355c3183d1c3bc14ffe0cb34b08e64db2bc6dab208bbefcdb457i0,1510,0,ab1510,1510.atommap.svg,1510
